# start	end	mode	name  (end = start+size-1; 0 = size unknown)
0x0803043C	0x0803044D	thumb	dmaq_beginUse
0x08030450	0x08030455	thumb	dmaq_endUse
0x08030458	0x08030497	thumb	vcount_init
0x08030498	0x080304CB	thumb	vcount_reset
0x080304CC	0x0803054B	thumb	vcount_register
0x0803054C	0x0803055F	thumb	vcount_unregister
0x08030560	0x080305A3	thumb	vcount_irqHandler
0x080305A4	0x08030617	thumb	trns_update
0x08030618	0x0803062F	thumb	trns_init
0x08030630	0x0803065F	thumb	trns_start
0x08030660	0x0803068B	thumb	trns_initDefaultInTransition
0x0803068C	0x080306D7	thumb	trns_applyDefaultInTransition
0x080306D8	0x080306FB	thumb	trns_finishDefaultInTransition
0x080306FC	0x08030737	thumb	trns_initDefaultOutTransition
0x08030738	0x08030773	thumb	trns_applyDefaultOutTransition
0x08030774	0x00000000	thumb	sub_8030774
0x080307E0	0x00000000	thumb	sub_80307E0
0x08030800	0x00000000	thumb	sub_8030800
0x0803080C	0x00000000	thumb	sub_803080C
0x0803083C	0x00000000	thumb	sub_803083C
0x08030918	0x00000000	thumb	sub_8030918
0x080309B0	0x00000000	thumb	sub_80309B0
0x08030AFC	0x00000000	thumb	sub_8030AFC
0x08030C3C	0x00000000	thumb	sub_8030C3C
0x08030E5C	0x00000000	thumb	sub_8030E5C
0x08030E60	0x00000000	thumb	sub_8030E60
0x08030E74	0x00000000	thumb	sub_8030E74
0x08030E80	0x00000000	thumb	sub_8030E80
0x08030E90	0x00000000	thumb	sub_8030E90
0x08030EA0	0x00000000	thumb	sub_8030EA0
0x08030EB0	0x00000000	thumb	sub_8030EB0
0x08030ECC	0x00000000	thumb	sub_8030ECC
0x08030ED8	0x00000000	thumb	sub_8030ED8
0x08030EE8	0x00000000	thumb	sub_8030EE8
0x08030F08	0x00000000	thumb	sub_8030F08
0x08030F20	0x00000000	thumb	sub_8030F20
0x08030F28	0x00000000	thumb	sub_8030F28
0x08030F34	0x00000000	thumb	sub_8030F34
0x08030F88	0x00000000	thumb	sub_8030F88
0x08030FEC	0x00000000	thumb	sub_8030FEC
0x08031000	0x00000000	thumb	sub_8031000
0x08031038	0x00000000	thumb	sub_8031038
0x0803104C	0x00000000	thumb	sub_803104C
0x08031054	0x00000000	thumb	sub_8031054
0x08031064	0x00000000	thumb	sub_8031064
0x080310E8	0x00000000	thumb	sub_80310E8
0x080310F4	0x00000000	thumb	sub_80310F4
0x08031100	0x00000000	thumb	sub_8031100
0x080311B4	0x00000000	thumb	sub_80311B4
0x080312DC	0x00000000	thumb	sub_80312DC
0x080312E8	0x00000000	thumb	sub_80312E8
0x0803134C	0x00000000	thumb	sub_803134C
0x08031358	0x00000000	thumb	sub_8031358
0x08031368	0x00000000	thumb	sub_8031368
0x08031374	0x00000000	thumb	sub_8031374
0x080313B4	0x00000000	thumb	sub_80313B4
0x08031400	0x00000000	thumb	sub_8031400
0x08031418	0x00000000	thumb	sub_8031418
0x08031468	0x00000000	thumb	loadtrack_loadTileset
0x0803159C	0x00000000	thumb	sub_803159C
0x080316C8	0x00000000	thumb	sub_80316C8
0x08031990	0x00000000	thumb	loadtrack_8031990
0x08031E14	0x00000000	thumb	sub_8031E14
0x08031ED8	0x00000000	thumb	sub_8031ED8
0x08031F9C	0x00000000	thumb	loadtrack_8031F9C
0x08032220	0x00000000	thumb	sub_8032220
0x08032428	0x00000000	thumb	sub_8032428
0x080324B4	0x00000000	thumb	sub_80324B4
0x08032798	0x00000000	thumb	sub_8032798
0x0803285C	0x00000000	thumb	sub_803285C
0x080328D4	0x00000000	thumb	sub_80328D4
0x08032904	0x00000000	thumb	sub_8032904
0x08032974	0x00000000	thumb	sub_8032974
0x08032990	0x00000000	thumb	sub_8032990
0x080329B8	0x00000000	thumb	sub_80329B8
0x080329BC	0x00000000	thumb	sub_80329BC
0x080329E0	0x00000000	thumb	sub_80329E0
0x08032A18	0x00000000	thumb	sub_8032A18
0x08032A54	0x00000000	thumb	loadtrack_loadCoinLocations
0x08032AA0	0x00000000	thumb	sub_8032AA0
0x08032AD0	0x00000000	thumb	sub_8032AD0
0x08032B10	0x00000000	thumb	sub_8032B10
0x08032B50	0x00000000	thumb	sub_8032B50
0x08032B94	0x00000000	thumb	sub_8032B94
0x08032BC8	0x00000000	thumb	sub_8032BC8
0x08032C2C	0x00000000	thumb	sub_8032C2C
0x08032C38	0x00000000	thumb	sub_8032C38
0x08032C44	0x00000000	thumb	sub_8032C44
0x08032C50	0x00000000	thumb	sub_8032C50
0x08032C74	0x00000000	thumb	sub_8032C74
0x08032C8C	0x00000000	thumb	sub_8032C8C
0x08032CA0	0x00000000	thumb	sub_8032CA0
0x08032CD0	0x00000000	thumb	sub_8032CD0
0x08032D0C	0x00000000	thumb	sub_8032D0C
0x08032D44	0x00000000	thumb	sub_8032D44
0x08032D80	0x00000000	thumb	sub_8032D80
0x08032D9C	0x00000000	thumb	sub_8032D9C
0x08032E8C	0x00000000	thumb	sub_8032E8C
0x08032ED8	0x00000000	thumb	sub_8032ED8
0x0803313C	0x00000000	thumb	sub_803313C
0x080334A0	0x00000000	thumb	sub_80334A0
0x08033794	0x00000000	thumb	sub_8033794
0x08033838	0x00000000	thumb	sub_8033838
0x08033998	0x00000000	thumb	sub_8033998
0x08033A08	0x00000000	thumb	sub_8033A08
0x08033A5C	0x00000000	thumb	sub_8033A5C
0x08033BAC	0x00000000	thumb	sub_8033BAC
0x08033BBC	0x00000000	thumb	sub_8033BBC
0x08033BDC	0x00000000	thumb	sub_8033BDC
0x08033BEC	0x00000000	thumb	sub_8033BEC
0x08033BFC	0x00000000	thumb	sub_8033BFC
0x08033C58	0x00000000	thumb	sub_8033C58
0x08033CB4	0x00000000	thumb	sub_8033CB4
0x08033D14	0x00000000	thumb	loadtrack_loadSky
0x08033F14	0x00000000	thumb	sub_8033F14
0x08034044	0x00000000	thumb	sub_8034044
0x08034148	0x00000000	thumb	nullsub_3
0x0803414C	0x00000000	thumb	sub_803414C
0x08034220	0x00000000	thumb	nullsub_4
0x08034224	0x00000000	thumb	sub_8034224
0x0803456C	0x00000000	thumb	sub_803456C
0x080345AC	0x00000000	thumb	sub_80345AC
0x080345E0	0x00000000	thumb	sub_80345E0
0x0803478C	0x00000000	thumb	sub_803478C
0x080347B8	0x00000000	thumb	sub_80347B8
0x08034984	0x00000000	thumb	sub_8034984
0x080349B0	0x00000000	thumb	sub_80349B0
0x08034AB0	0x00000000	thumb	sub_8034AB0
0x08034CDC	0x00000000	thumb	sub_8034CDC
0x08034D08	0x00000000	thumb	sub_8034D08
0x08034E0C	0x00000000	thumb	sub_8034E0C
0x08034E20	0x00000000	thumb	sub_8034E20
0x08034F5C	0x00000000	thumb	nullsub_5
0x08034F60	0x00000000	thumb	sub_8034F60
0x08034FA8	0x00000000	thumb	sub_8034FA8
0x080350AC	0x00000000	thumb	sub_80350AC
0x08035618	0x00000000	thumb	sub_8035618
0x08035658	0x00000000	thumb	sub_8035658
0x080356D0	0x00000000	thumb	sub_80356D0
0x080357E8	0x00000000	thumb	sub_80357E8
0x08035B48	0x00000000	thumb	sub_8035B48
0x08035CF4	0x00000000	thumb	sub_8035CF4
0x08035D40	0x00000000	thumb	sub_8035D40
0x0803603C	0x00000000	thumb	sub_803603C
0x0803608C	0x00000000	thumb	sub_803608C
0x0803615C	0x00000000	thumb	sub_803615C
0x0803616C	0x00000000	thumb	SunsetWilds_HandlePalettes_803616C
0x08036520	0x00000000	thumb	sub_8036520
0x08036570	0x00000000	thumb	sub_8036570
0x080365B0	0x00000000	thumb	sub_80365B0
0x08036608	0x00000000	thumb	sub_8036608
0x0803670C	0x00000000	thumb	sub_803670C
0x08036D1C	0x00000000	thumb	sub_8036D1C
0x08036D60	0x00000000	thumb	sub_8036D60
0x08036EA4	0x00000000	thumb	sub_8036EA4
0x08036EC4	0x00000000	thumb	sub_8036EC4
0x08036F98	0x00000000	thumb	nullsub_6
0x08036F9C	0x00000000	thumb	sub_8036F9C
0x08037064	0x00000000	thumb	nullsub_7
0x08037068	0x00000000	thumb	sub_8037068
0x08037168	0x00000000	thumb	sub_8037168
0x0803719C	0x00000000	thumb	sub_803719C
0x08037308	0x00000000	thumb	sub_8037308
0x08037350	0x00000000	thumb	sub_8037350
0x080376BC	0x00000000	thumb	sub_80376BC
0x0803770C	0x00000000	thumb	sub_803770C
0x080377E0	0x00000000	thumb	nullsub_8
0x080377E4	0x00000000	thumb	sub_80377E4
0x080378EC	0x00000000	thumb	sub_80378EC
0x080378FC	0x00000000	thumb	sub_80378FC
0x08037A2C	0x00000000	thumb	sub_8037A2C
0x08037AB0	0x00000000	thumb	sub_8037AB0
0x08037B30	0x00000000	thumb	sub_8037B30
0x08037CDC	0x00000000	thumb	sub_8037CDC
0x08037D6C	0x00000000	thumb	sub_8037D6C
0x08037FD8	0x00000000	thumb	sub_8037FD8
0x08038200	0x00000000	thumb	sub_8038200
0x08038298	0x00000000	thumb	sub_8038298
0x08038640	0x00000000	thumb	sub_8038640
0x08038710	0x00000000	thumb	sub_8038710
0x08038A08	0x00000000	thumb	sub_8038A08
0x08038AFC	0x00000000	thumb	sub_8038AFC
0x08038BF4	0x00000000	thumb	sub_8038BF4
0x08038E34	0x00000000	thumb	sub_8038E34
0x08039684	0x00000000	thumb	def_8038E6E
0x08039690	0x00000000	thumb	sub_8039690
0x08039828	0x00000000	thumb	sub_8039828
0x08039894	0x00000000	thumb	sub_8039894
0x08039904	0x00000000	thumb	sub_8039904
0x080399A4	0x00000000	thumb	sub_80399A4
0x08039AA4	0x00000000	thumb	sub_8039AA4
0x08039B38	0x00000000	thumb	sub_8039B38
0x0803A578	0x00000000	thumb	sub_803A578
0x0803A96C	0x00000000	thumb	def_8039B62
0x0803A9AC	0x00000000	thumb	sub_803A9AC
0x0803AD6C	0x00000000	thumb	sub_803AD6C
0x0803AE18	0x00000000	thumb	sub_803AE18
0x0803AE70	0x00000000	thumb	sub_803AE70
0x0803AF10	0x00000000	thumb	sub_803AF10
0x0803B018	0x00000000	thumb	sub_803B018
0x0803B110	0x00000000	thumb	sub_803B110
0x0803B2B4	0x00000000	thumb	sub_803B2B4
0x0803B550	0x00000000	thumb	sub_803B550
0x0803B7B8	0x00000000	thumb	sub_803B7B8
0x0803B98C	0x00000000	thumb	sub_803B98C
0x0803BA98	0x00000000	thumb	sub_803BA98
0x0803BB48	0x00000000	thumb	sub_803BB48
0x0803BC00	0x00000000	thumb	sub_803BC00
0x0803BC84	0x00000000	thumb	sub_803BC84
0x0803BD24	0x00000000	thumb	sub_803BD24
0x0803BF34	0x00000000	thumb	sub_803BF34
0x0803C1BC	0x00000000	thumb	sub_803C1BC
0x0803C344	0x00000000	thumb	sub_803C344
0x0803C444	0x00000000	thumb	sub_803C444
0x0803C4C0	0x00000000	thumb	sub_803C4C0
0x0803C84C	0x00000000	thumb	sub_803C84C
0x0803C928	0x00000000	thumb	sub_803C928
0x0803CA78	0x00000000	thumb	sub_803CA78
0x0803CBE4	0x00000000	thumb	sub_803CBE4
0x0803CC80	0x00000000	thumb	sub_803CC80
0x0803CD50	0x00000000	thumb	sub_803CD50
0x0803D00C	0x00000000	thumb	sub_803D00C
0x0803D214	0x00000000	thumb	sub_803D214
0x0803D328	0x00000000	thumb	sub_803D328
0x0803D480	0x00000000	thumb	sub_803D480
0x0803D4E4	0x00000000	thumb	sub_803D4E4
0x0803D6AC	0x00000000	thumb	sub_803D6AC
0x0803D718	0x00000000	thumb	sub_803D718
0x0803D7B8	0x00000000	thumb	sub_803D7B8
0x0803D818	0x00000000	thumb	sub_803D818
0x0803D854	0x00000000	thumb	sub_803D854
0x0803D908	0x00000000	thumb	sub_803D908
0x0803D938	0x00000000	thumb	sub_803D938
0x0803D950	0x00000000	thumb	sub_803D950
0x0803D978	0x00000000	thumb	sub_803D978
0x0803D9B4	0x00000000	thumb	sub_803D9B4
0x0803D9D4	0x00000000	thumb	sub_803D9D4
0x0803DA18	0x00000000	thumb	sub_803DA18
0x0803DA34	0x00000000	thumb	sub_803DA34
0x0803DA54	0x00000000	thumb	sub_803DA54
0x0803DAA8	0x00000000	thumb	sub_803DAA8
0x0803DAB8	0x00000000	thumb	sub_803DAB8
0x0803DAC4	0x00000000	thumb	sub_803DAC4
0x0803DAEC	0x00000000	thumb	sub_803DAEC
0x0803DB4C	0x00000000	thumb	sub_803DB4C
0x0803DB84	0x00000000	thumb	sub_803DB84
0x0803DBD0	0x00000000	thumb	sub_803DBD0
0x0803DC1C	0x00000000	thumb	sub_803DC1C
0x0803DC64	0x00000000	thumb	sub_803DC64
0x0803DCA4	0x00000000	thumb	sub_803DCA4
0x0803DCF0	0x00000000	thumb	sub_803DCF0
0x0803DD58	0x00000000	thumb	sub_803DD58
0x0803DE04	0x00000000	thumb	sub_803DE04
0x0803DF10	0x00000000	thumb	sub_803DF10
0x0803E050	0x00000000	thumb	sub_803E050
0x0803E1A0	0x00000000	thumb	sub_803E1A0
0x0803E1F4	0x00000000	thumb	sub_803E1F4
0x0803E25C	0x00000000	thumb	sub_803E25C
0x0803E424	0x00000000	thumb	sub_803E424
0x0803E490	0x00000000	thumb	sub_803E490
0x0803E5A4	0x00000000	thumb	sub_803E5A4
0x0803E68C	0x00000000	thumb	sub_803E68C
0x0803E760	0x00000000	thumb	sub_803E760
0x0803E7F0	0x00000000	thumb	sub_803E7F0
0x0803E92C	0x00000000	thumb	sub_803E92C
0x0803F42C	0x00000000	thumb	sub_803F42C
0x0803F450	0x00000000	thumb	sub_803F450
0x0803F654	0x00000000	thumb	sub_803F654
0x0803F7EC	0x00000000	thumb	sub_803F7EC
0x0803F8C8	0x00000000	thumb	sub_803F8C8
0x0803FA30	0x00000000	thumb	sub_803FA30
0x0803FBFC	0x00000000	thumb	sub_803FBFC
0x0803FCB4	0x00000000	thumb	sub_803FCB4
0x0803FD7C	0x00000000	thumb	sub_803FD7C
0x0803FEB8	0x00000000	thumb	sub_803FEB8
0x0803FF80	0x00000000	thumb	sub_803FF80
0x08040060	0x00000000	thumb	sub_8040060
0x08040128	0x00000000	thumb	sub_8040128
0x08040570	0x00000000	thumb	sub_8040570
0x0804073C	0x00000000	thumb	sub_804073C
0x08040810	0x00000000	thumb	sub_8040810
0x08040A44	0x00000000	thumb	sub_8040A44
0x08040C3C	0x00000000	thumb	sub_8040C3C
0x08040D68	0x00000000	thumb	sub_8040D68
0x08040DD8	0x00000000	thumb	sub_8040DD8
0x08040E8C	0x00000000	thumb	sub_8040E8C
0x08040F38	0x00000000	thumb	sub_8040F38
0x08040FEC	0x00000000	thumb	sub_8040FEC
0x08041144	0x00000000	thumb	sub_8041144
0x080411D0	0x00000000	thumb	sub_80411D0
0x08041244	0x00000000	thumb	sub_8041244
0x08041704	0x00000000	thumb	sub_8041704
0x080418BC	0x00000000	thumb	sub_80418BC
0x080419D0	0x00000000	thumb	sub_80419D0
0x08041A10	0x00000000	thumb	sub_8041A10
0x08041B78	0x00000000	thumb	sub_8041B78
0x08041CF4	0x00000000	thumb	sub_8041CF4
0x08041E20	0x00000000	thumb	sub_8041E20
0x08041F18	0x00000000	thumb	sub_8041F18
0x08042004	0x00000000	thumb	sub_8042004
0x08042104	0x00000000	thumb	sub_8042104
0x080421F4	0x00000000	thumb	sub_80421F4
0x08042454	0x00000000	thumb	sub_8042454
0x080426AC	0x00000000	thumb	sub_80426AC
0x0804279C	0x00000000	thumb	sub_804279C
0x08042A28	0x00000000	thumb	sub_8042A28
0x08042AE4	0x00000000	thumb	sub_8042AE4
0x08042DE0	0x00000000	thumb	sub_8042DE0
0x08042FC8	0x00000000	thumb	sub_8042FC8
0x08042FFC	0x00000000	thumb	sub_8042FFC
0x08043030	0x00000000	thumb	sub_8043030
0x08043064	0x00000000	thumb	sub_8043064
0x080430EC	0x00000000	thumb	sub_80430EC
0x080432D4	0x00000000	thumb	sub_80432D4
0x08043310	0x00000000	thumb	sub_8043310
0x08043344	0x00000000	thumb	sub_8043344
0x08043378	0x00000000	thumb	sub_8043378
0x080433AC	0x00000000	thumb	sub_80433AC
0x080433E8	0x00000000	thumb	sub_80433E8
0x08043424	0x00000000	thumb	sub_8043424
0x08043460	0x00000000	thumb	sub_8043460
0x0804349C	0x00000000	thumb	sub_804349C
0x080434D8	0x00000000	thumb	sub_80434D8
0x08043514	0x00000000	thumb	sub_8043514
0x08043550	0x00000000	thumb	sub_8043550
0x080435C8	0x00000000	thumb	sub_80435C8
0x080436F0	0x00000000	thumb	sub_80436F0
0x080436F8	0x00000000	thumb	sub_80436F8
0x08043708	0x00000000	thumb	sub_8043708
0x0804378C	0x00000000	thumb	sub_804378C
0x0804379C	0x00000000	thumb	sub_804379C
0x080437D4	0x00000000	thumb	sub_80437D4
0x08043830	0x00000000	thumb	sub_8043830
0x08043840	0x00000000	thumb	sub_8043840
0x08043860	0x00000000	thumb	sub_8043860
0x0804389C	0x00000000	thumb	sub_804389C
0x080439FC	0x00000000	thumb	sub_80439FC
0x08043AB4	0x00000000	thumb	sub_8043AB4
0x08043BB0	0x00000000	thumb	sub_8043BB0
0x08043DE8	0x00000000	thumb	sub_8043DE8
0x08044028	0x00000000	thumb	sub_8044028
0x080440C4	0x00000000	thumb	sub_80440C4
0x08044248	0x00000000	thumb	sub_8044248
0x08044360	0x00000000	thumb	sub_8044360
0x08044384	0x00000000	thumb	sub_8044384
0x08044400	0x00000000	thumb	sub_8044400
0x08044428	0x00000000	thumb	sub_8044428
0x0804445C	0x00000000	thumb	sub_804445C
0x080445CC	0x00000000	thumb	sub_80445CC
0x080446FC	0x00000000	thumb	sub_80446FC
0x08044814	0x00000000	thumb	sub_8044814
0x08044920	0x00000000	thumb	sub_8044920
0x080449EC	0x00000000	thumb	sub_80449EC
0x08044AAC	0x00000000	thumb	sub_8044AAC
0x08044BA0	0x00000000	thumb	sub_8044BA0
0x08044D00	0x00000000	thumb	sub_8044D00
0x08044D4C	0x00000000	thumb	sub_8044D4C
0x08045378	0x00000000	thumb	sub_8045378
0x08045644	0x00000000	thumb	sub_8045644
0x08045910	0x00000000	thumb	sub_8045910
0x08045A3C	0x00000000	thumb	sub_8045A3C
0x08045C18	0x00000000	thumb	sub_8045C18
0x08045DFC	0x00000000	thumb	sub_8045DFC
0x080462C0	0x00000000	thumb	sub_80462C0
0x08046588	0x00000000	thumb	sub_8046588
0x0804676C	0x00000000	thumb	sub_804676C
0x08046DE4	0x00000000	thumb	sub_8046DE4
0x08046F5C	0x00000000	thumb	sub_8046F5C
0x08046FF4	0x00000000	thumb	sub_8046FF4
0x080471D8	0x00000000	thumb	sub_80471D8
0x080472C4	0x00000000	thumb	sub_80472C4
0x08047368	0x00000000	thumb	sub_8047368
0x080473FC	0x00000000	thumb	sub_80473FC
0x080474CC	0x00000000	thumb	sub_80474CC
0x08047560	0x00000000	thumb	sub_8047560
0x08047630	0x00000000	thumb	sub_8047630
0x080476C4	0x00000000	thumb	sub_80476C4
0x0804770C	0x00000000	thumb	sub_804770C
0x08047760	0x00000000	thumb	sub_8047760
0x08047790	0x00000000	thumb	sub_8047790
0x08047808	0x00000000	thumb	sub_8047808
0x08047848	0x00000000	thumb	sub_8047848
0x08047884	0x00000000	thumb	sub_8047884
0x080478C8	0x00000000	thumb	sub_80478C8
0x080478E8	0x00000000	thumb	sub_80478E8
0x0804791C	0x00000000	thumb	sub_804791C
0x080479E0	0x00000000	thumb	sub_80479E0
0x08047AAC	0x00000000	thumb	sub_8047AAC
0x08047C2C	0x00000000	thumb	sub_8047C2C
0x08047DE8	0x00000000	thumb	sub_8047DE8
0x08047F1C	0x00000000	thumb	sub_8047F1C
0x08048054	0x00000000	thumb	sub_8048054
0x08048090	0x00000000	thumb	sub_8048090
0x08048134	0x00000000	thumb	nullsub_11
0x08048138	0x00000000	thumb	sub_8048138
0x080481CC	0x00000000	thumb	sub_80481CC
0x08048204	0x00000000	thumb	sub_8048204
0x08048294	0x00000000	thumb	sub_8048294
0x080482B8	0x00000000	thumb	sub_80482B8
0x080482E0	0x00000000	thumb	sub_80482E0
0x08048310	0x00000000	thumb	sub_8048310
0x08048340	0x00000000	thumb	sub_8048340
0x08048370	0x00000000	thumb	sub_8048370
0x080483A0	0x00000000	thumb	sub_80483A0
0x080484E0	0x00000000	thumb	sub_80484E0
0x08048520	0x00000000	thumb	sub_8048520
0x080485DC	0x00000000	thumb	sub_80485DC
0x08048694	0x00000000	thumb	sub_8048694
0x080487E4	0x00000000	thumb	sub_80487E4
0x0804886C	0x00000000	thumb	sub_804886C
0x08048C2C	0x00000000	thumb	sub_8048C2C
0x08048C74	0x00000000	thumb	sub_8048C74
0x08048D44	0x00000000	thumb	sub_8048D44
0x08049654	0x00000000	thumb	sub_8049654
0x0804978C	0x00000000	thumb	sub_804978C
0x08049850	0x00000000	thumb	sub_8049850
0x08049B0C	0x00000000	thumb	sub_8049B0C
0x08049D78	0x00000000	thumb	sub_8049D78
0x0804A4D8	0x00000000	thumb	sub_804A4D8
0x0804A774	0x00000000	thumb	sub_804A774
0x0804A808	0x00000000	thumb	sub_804A808
0x0804A878	0x00000000	thumb	sub_804A878
0x0804AD00	0x00000000	thumb	sub_804AD00
0x0804AE08	0x00000000	thumb	sub_804AE08
0x0804AE34	0x00000000	thumb	sub_804AE34
0x0804AE58	0x00000000	thumb	sub_804AE58
0x0804AED4	0x00000000	thumb	sub_804AED4
0x0804AEE8	0x00000000	thumb	sub_804AEE8
0x0804AEFC	0x00000000	thumb	sub_804AEFC
0x0804AF10	0x00000000	thumb	sub_804AF10
0x0804AF24	0x00000000	thumb	sub_804AF24
0x0804AF3C	0x00000000	thumb	sub_804AF3C
0x0804AF74	0x00000000	thumb	vcount_804AF74
0x0804AFE4	0x00000000	thumb	sub_804AFE4
0x0804B018	0x00000000	thumb	sub_804B018
0x0804B0A0	0x00000000	thumb	sub_804B0A0
0x0804B0E8	0x00000000	thumb	sub_804B0E8
0x0804B13C	0x00000000	thumb	sub_804B13C
0x0804B1A8	0x00000000	thumb	sub_804B1A8
0x0804B1CC	0x00000000	thumb	sub_804B1CC
0x0804B230	0x00000000	thumb	sub_804B230
0x0804B24C	0x00000000	thumb	sub_804B24C
0x0804B2B8	0x00000000	thumb	sub_804B2B8
0x0804B348	0x00000000	thumb	sub_804B348
0x0804B4BC	0x00000000	thumb	sub_804B4BC
0x0804C030	0x00000000	thumb	sub_804C030
0x0804C0A8	0x00000000	thumb	sub_804C0A8
0x0804C0DC	0x00000000	thumb	sub_804C0DC
0x0804C12C	0x00000000	thumb	sub_804C12C
0x0804C234	0x00000000	thumb	sub_804C234
0x0804C38C	0x00000000	thumb	sub_804C38C
0x0804CCCC	0x00000000	thumb	sub_804CCCC
0x0804CD28	0x00000000	thumb	sub_804CD28
0x0804CD98	0x00000000	thumb	sub_804CD98
0x0804D340	0x00000000	thumb	sub_804D340
0x0804D3E0	0x00000000	thumb	sub_804D3E0
0x0804D458	0x00000000	thumb	sub_804D458
0x0804D4B4	0x00000000	thumb	sub_804D4B4
0x0804D73C	0x00000000	thumb	sub_804D73C
0x0804D8F8	0x00000000	thumb	sub_804D8F8
0x0804D94C	0x00000000	thumb	sub_804D94C
0x0804DA80	0x00000000	thumb	sub_804DA80
0x0804DBF4	0x00000000	thumb	sub_804DBF4
0x0804DCB0	0x00000000	thumb	sub_804DCB0
0x0804DD9C	0x00000000	thumb	sub_804DD9C
0x0804DF08	0x00000000	thumb	sub_804DF08
0x0804E144	0x00000000	thumb	sub_804E144
0x0804E398	0x00000000	thumb	sub_804E398
0x0804E4CC	0x00000000	thumb	sub_804E4CC
0x0804E7EC	0x00000000	thumb	sub_804E7EC
0x0804E8C0	0x00000000	thumb	sub_804E8C0
0x0804E948	0x00000000	thumb	sub_804E948
0x0804EA0C	0x00000000	thumb	sub_804EA0C
0x0804EA94	0x00000000	thumb	sub_804EA94
0x0804EC30	0x00000000	thumb	sub_804EC30
0x0804EDAC	0x00000000	thumb	sub_804EDAC
0x0804EFBC	0x00000000	thumb	sub_804EFBC
0x0804F078	0x00000000	thumb	sub_804F078
0x0804F098	0x00000000	thumb	sub_804F098
0x0804F0AC	0x00000000	thumb	sub_804F0AC
0x0804F128	0x00000000	thumb	sub_804F128
0x0804F15C	0x00000000	thumb	sub_804F15C
0x0804F18C	0x00000000	thumb	sub_804F18C
0x0804F1A8	0x00000000	thumb	sub_804F1A8
0x0804F1F8	0x00000000	thumb	sub_804F1F8
0x0804F2C0	0x00000000	thumb	sub_804F2C0
0x0804F340	0x00000000	thumb	sub_804F340
0x0804F394	0x00000000	thumb	sub_804F394
0x0804F3D8	0x00000000	thumb	sub_804F3D8
0x0804F494	0x00000000	thumb	sub_804F494
0x0804F500	0x00000000	thumb	sub_804F500
0x0804F534	0x00000000	thumb	sub_804F534
0x0804F570	0x00000000	thumb	sub_804F570
0x0804F5CC	0x00000000	thumb	sub_804F5CC
0x0804F6F4	0x00000000	thumb	sub_804F6F4
0x0804F750	0x00000000	thumb	sub_804F750
0x0804F7AC	0x00000000	thumb	sub_804F7AC
0x0804F808	0x00000000	thumb	sub_804F808
0x0804F824	0x00000000	thumb	sub_804F824
0x0804F85C	0x00000000	thumb	sub_804F85C
0x0804F8BC	0x00000000	thumb	sub_804F8BC
0x0804F924	0x00000000	thumb	sub_804F924
0x0804F980	0x00000000	thumb	sub_804F980
0x0804FA5C	0x00000000	thumb	sub_804FA5C
0x0804FAE0	0x00000000	thumb	sub_804FAE0
0x0804FB74	0x00000000	thumb	sub_804FB74
0x0804FC00	0x00000000	thumb	sub_804FC00
0x0804FC60	0x00000000	thumb	sub_804FC60
0x0804FD6C	0x00000000	thumb	sub_804FD6C
0x0804FE0C	0x00000000	thumb	sub_804FE0C
0x0804FEA0	0x00000000	thumb	sub_804FEA0
0x08050848	0x00000000	thumb	sub_8050848
0x08050860	0x00000000	thumb	sub_8050860
0x0805089C	0x00000000	thumb	sub_805089C
0x080508D4	0x00000000	thumb	sub_80508D4
0x08050934	0x00000000	thumb	sub_8050934
0x08050994	0x00000000	thumb	sub_8050994
0x080509F4	0x00000000	thumb	sub_80509F4
0x08050A48	0x00000000	thumb	sub_8050A48
0x08050A94	0x00000000	thumb	sub_8050A94
0x08050AE4	0x00000000	thumb	sub_8050AE4
0x08050D4C	0x00000000	thumb	sub_8050D4C
0x08050F74	0x00000000	thumb	sub_8050F74
0x08051014	0x00000000	thumb	sub_8051014
0x080514B0	0x00000000	thumb	sub_80514B0
0x08051554	0x00000000	thumb	sub_8051554
0x080515BC	0x00000000	thumb	sub_80515BC
0x0805167C	0x00000000	thumb	race_main
0x08051F84	0x00000000	thumb	sub_8051F84
0x08051FBC	0x00000000	thumb	sub_8051FBC
0x08051FD0	0x00000000	thumb	sub_8051FD0
0x08052020	0x00000000	thumb	sub_8052020
0x0805207C	0x00000000	thumb	sub_805207C
0x080520B4	0x00000000	thumb	sub_80520B4
0x080520D4	0x00000000	thumb	sub_80520D4
0x08052168	0x00000000	thumb	sub_8052168
0x080521C4	0x00000000	thumb	sub_80521C4
0x080522A4	0x00000000	thumb	sub_80522A4
0x080523DC	0x00000000	thumb	sub_80523DC
0x080524CC	0x00000000	thumb	sub_80524CC
0x08052864	0x00000000	thumb	sub_8052864
0x08052A4C	0x00000000	thumb	sub_8052A4C
0x08052EB0	0x00000000	thumb	sub_8052EB0
0x08052EDC	0x00000000	thumb	sub_8052EDC
0x08053074	0x00000000	thumb	sub_8053074
0x080530C4	0x00000000	thumb	sub_80530C4
0x08053104	0x00000000	thumb	sub_8053104
0x08053148	0x00000000	thumb	sub_8053148
0x08053220	0x00000000	thumb	sub_8053220
0x080532DC	0x00000000	thumb	loadtrack_loadObjects
0x08053D64	0x00000000	thumb	sub_8053D64
0x08053D74	0x00000000	thumb	sub_8053D74
