# start	end	mode	name  (end = start+size-1; 0 = size unknown)
0x08053D86	0x00000000	thumb	sub_8053D86
0x08053D9C	0x00000000	thumb	sub_8053D9C
0x08053DC4	0x00000000	thumb	sub_8053DC4
0x08053EF4	0x00000000	thumb	sub_8053EF4
0x080540A0	0x00000000	thumb	sub_80540A0
0x0805442C	0x00000000	thumb	sub_805442C
0x08054888	0x00000000	thumb	sub_8054888
0x08054D50	0x00000000	thumb	sub_8054D50
0x080551D0	0x00000000	thumb	sub_80551D0
0x0805563C	0x00000000	thumb	sub_805563C
0x08055AE8	0x00000000	thumb	sub_8055AE8
0x08055B54	0x00000000	thumb	sub_8055B54
0x08055BC0	0x00000000	thumb	sub_8055BC0
0x08055C2C	0x00000000	thumb	sub_8055C2C
0x08055C98	0x00000000	thumb	sub_8055C98
0x08055D04	0x00000000	thumb	sub_8055D04
0x08055D70	0x00000000	thumb	sub_8055D70
0x08055E5C	0x00000000	thumb	sub_8055E5C
0x08055F74	0x00000000	thumb	sub_8055F74
0x08055FC0	0x00000000	thumb	sub_8055FC0
0x08056170	0x00000000	thumb	sub_8056170
0x0805619C	0x00000000	thumb	sub_805619C
0x0805631C	0x00000000	thumb	sub_805631C
0x08056388	0x00000000	thumb	sub_8056388
0x080563D4	0x00000000	thumb	sub_80563D4
0x08056440	0x00000000	thumb	sub_8056440
0x08056744	0x00000000	thumb	main_dummyIrqHandler6
0x08056748	0x00000000	thumb	main_dummyIrqHandler7
0x0805674C	0x00000000	thumb	sub_805674C
0x0805676C	0x00000000	thumb	sub_805676C
0x08056798	0x00000000	thumb	sub_8056798
0x08056848	0x00000000	thumb	sub_8056848
0x08056908	0x00000000	thumb	sub_8056908
0x08056928	0x00000000	thumb	sub_8056928
0x0805699C	0x00000000	thumb	sub_805699C
0x08056A10	0x00000000	thumb	sub_8056A10
0x08056BC8	0x00000000	thumb	sub_8056BC8
0x08056C00	0x00000000	thumb	sub_8056C00
0x08056C70	0x00000000	thumb	sub_8056C70
0x08056EB0	0x00000000	thumb	sub_8056EB0
0x08056EE8	0x00000000	thumb	sub_8056EE8
0x08056F60	0x00000000	thumb	sub_8056F60
0x0805704C	0x00000000	thumb	sub_805704C
0x08057074	0x00000000	thumb	sub_8057074
0x080570B8	0x00000000	thumb	sub_80570B8
0x08057228	0x00000000	thumb	sub_8057228
0x080572A4	0x00000000	thumb	sub_80572A4
0x080572E4	0x00000000	thumb	sub_80572E4
0x08057364	0x00000000	thumb	sub_8057364
0x080573B8	0x00000000	thumb	sub_80573B8
0x08057554	0x00000000	thumb	sub_8057554
0x08057594	0x00000000	thumb	sub_8057594
0x080575E8	0x00000000	thumb	sub_80575E8
0x080576B4	0x00000000	thumb	sub_80576B4
0x08057734	0x00000000	thumb	sub_8057734
0x080577C4	0x00000000	thumb	sub_80577C4
0x08057808	0x00000000	thumb	sub_8057808
0x0805787C	0x00000000	thumb	sub_805787C
0x08057B04	0x00000000	thumb	sub_8057B04
0x08057BE0	0x00000000	thumb	sub_8057BE0
0x08057E20	0x00000000	thumb	main_dummyIrqHandler8
0x08057E24	0x00000000	thumb	main_dummyIrqHandler9
0x08057E28	0x00000000	thumb	sub_8057E28
0x08057E78	0x00000000	thumb	sub_8057E78
0x08058098	0x00000000	thumb	sub_8058098
0x080580EC	0x00000000	thumb	sub_80580EC
0x08058168	0x00000000	thumb	sub_8058168
0x080583D4	0x00000000	thumb	sub_80583D4
0x08058408	0x00000000	thumb	sub_8058408
0x08058480	0x00000000	thumb	sub_8058480
0x080584F4	0x00000000	thumb	sub_80584F4
0x0805868C	0x00000000	thumb	sub_805868C
0x08058734	0x00000000	thumb	sub_8058734
0x08058788	0x00000000	thumb	sub_8058788
0x080588AC	0x00000000	thumb	sub_80588AC
0x080588E0	0x00000000	thumb	sub_80588E0
0x0805892C	0x00000000	thumb	sub_805892C
0x08058998	0x00000000	thumb	sub_8058998
0x08058A40	0x00000000	thumb	sub_8058A40
0x08058A74	0x00000000	thumb	sub_8058A74
0x08058AB0	0x00000000	thumb	sub_8058AB0
0x08058B4C	0x00000000	thumb	sub_8058B4C
0x08058BA8	0x00000000	thumb	sub_8058BA8
0x08058CA4	0x00000000	thumb	sub_8058CA4
0x08058D4C	0x00000000	thumb	sub_8058D4C
0x08058DE8	0x00000000	thumb	sub_8058DE8
0x08058E10	0x00000000	thumb	sub_8058E10
0x08058EB8	0x00000000	thumb	sub_8058EB8
0x08059004	0x00000000	thumb	sub_8059004
0x08059074	0x00000000	thumb	sub_8059074
0x080590E8	0x00000000	thumb	sub_80590E8
0x08059168	0x00000000	thumb	sub_8059168
0x0805919C	0x00000000	thumb	sub_805919C
0x08059208	0x00000000	thumb	sub_8059208
0x080592B0	0x00000000	thumb	sub_80592B0
0x080592E4	0x00000000	thumb	sub_80592E4
0x08059358	0x00000000	thumb	sub_8059358
0x080596D8	0x00000000	thumb	sub_80596D8
0x08059710	0x00000000	thumb	sub_8059710
0x08059778	0x00000000	thumb	sub_8059778
0x0805982C	0x00000000	thumb	sub_805982C
0x080598EC	0x00000000	thumb	sub_80598EC
0x08059938	0x00000000	thumb	sub_8059938
0x080599EC	0x00000000	thumb	sub_80599EC
0x08059DF8	0x00000000	thumb	nullsub_30
0x08059DFC	0x00000000	thumb	nullsub_31
0x08059E00	0x00000000	thumb	sub_8059E00
0x08059E44	0x00000000	thumb	sub_8059E44
0x08059E80	0x00000000	thumb	sub_8059E80
0x08059E98	0x00000000	thumb	sub_8059E98
0x08059F04	0x00000000	thumb	sub_8059F04
0x08059FAC	0x00000000	thumb	sub_8059FAC
0x0805A2D4	0x00000000	thumb	sub_805A2D4
0x0805A2F8	0x00000000	thumb	sub_805A2F8
0x0805A30C	0x00000000	thumb	sub_805A30C
0x0805A688	0x00000000	thumb	sub_805A688
0x0805A6AC	0x00000000	thumb	sub_805A6AC
0x0805A7C0	0x00000000	thumb	sub_805A7C0
0x0805A7EC	0x00000000	thumb	sub_805A7EC
0x0805A824	0x00000000	thumb	sub_805A824
0x0805A8BC	0x00000000	thumb	sub_805A8BC
0x0805A90C	0x00000000	thumb	sub_805A90C
0x0805AA10	0x00000000	thumb	sub_805AA10
0x0805AA6C	0x00000000	thumb	sub_805AA6C
0x0805AAF0	0x00000000	thumb	sub_805AAF0
0x0805ABB8	0x00000000	thumb	sub_805ABB8
0x0805AC24	0x00000000	thumb	sub_805AC24
0x0805AC58	0x00000000	thumb	sub_805AC58
0x0805ACFC	0x00000000	thumb	sub_805ACFC
0x0805AD68	0x00000000	thumb	sub_805AD68
0x0805AE20	0x00000000	thumb	sub_805AE20
0x0805AEF4	0x00000000	thumb	sub_805AEF4
0x0805AF08	0x00000000	thumb	sub_805AF08
0x0805AF28	0x00000000	thumb	sub_805AF28
0x0805AF3C	0x00000000	thumb	sub_805AF3C
0x0805AF80	0x00000000	thumb	sub_805AF80
0x0805AFA0	0x00000000	thumb	nullsub_12
0x0805AFA4	0x00000000	thumb	sub_805AFA4
0x0805B020	0x00000000	thumb	sub_805B020
0x0805B07C	0x00000000	thumb	sub_805B07C
0x0805B114	0x00000000	thumb	sub_805B114
0x0805B164	0x00000000	thumb	sub_805B164
0x0805B1FC	0x00000000	thumb	sub_805B1FC
0x0805B29C	0x00000000	thumb	sub_805B29C
0x0805B36C	0x00000000	thumb	sub_805B36C
0x0805B3A4	0x00000000	thumb	sub_805B3A4
0x0805B3DC	0x00000000	thumb	sub_805B3DC
0x0805B42C	0x00000000	thumb	sub_805B42C
0x0805B44C	0x00000000	thumb	sub_805B44C
0x0805B490	0x00000000	thumb	sub_805B490
0x0805B4A8	0x00000000	thumb	sub_805B4A8
0x0805B4D8	0x00000000	thumb	sub_805B4D8
0x0805B520	0x00000000	thumb	sub_805B520
0x0805B554	0x00000000	thumb	sub_805B554
0x0805B5B8	0x00000000	thumb	sub_805B5B8
0x0805B61C	0x00000000	thumb	sub_805B61C
0x0805B680	0x00000000	thumb	sub_805B680
0x0805B740	0x00000000	thumb	sub_805B740
0x0805B7D0	0x00000000	thumb	sub_805B7D0
0x0805B8D0	0x00000000	thumb	sub_805B8D0
0x0805B8F4	0x00000000	thumb	sub_805B8F4
0x0805B940	0x00000000	thumb	sub_805B940
0x0805B988	0x00000000	thumb	sub_805B988
0x0805B9C4	0x00000000	thumb	sub_805B9C4
0x0805BA04	0x00000000	thumb	sub_805BA04
0x0805BA58	0x00000000	thumb	sub_805BA58
0x0805BAD0	0x00000000	thumb	sub_805BAD0
0x0805BD34	0x00000000	thumb	sub_805BD34
0x0805BD7C	0x00000000	thumb	sub_805BD7C
0x0805BDC4	0x00000000	thumb	sub_805BDC4
0x0805BE78	0x00000000	thumb	sub_805BE78
0x0805BF78	0x00000000	thumb	sub_805BF78
0x0805BFE8	0x00000000	thumb	sub_805BFE8
0x0805C01C	0x00000000	thumb	sub_805C01C
0x0805C050	0x00000000	thumb	sub_805C050
0x0805C084	0x00000000	thumb	sub_805C084
0x0805C10C	0x00000000	thumb	sub_805C10C
0x0805C19C	0x00000000	thumb	sub_805C19C
0x0805C278	0x00000000	thumb	sub_805C278
0x0805C2E4	0x00000000	thumb	sub_805C2E4
0x0805C354	0x00000000	thumb	sub_805C354
0x0805C388	0x00000000	thumb	sub_805C388
0x0805C40C	0x00000000	thumb	sub_805C40C
0x0805C448	0x00000000	thumb	sub_805C448
0x0805C4D8	0x00000000	thumb	sub_805C4D8
0x0805C554	0x00000000	thumb	sub_805C554
0x0805C5C8	0x00000000	thumb	sub_805C5C8
0x0805C5FC	0x00000000	thumb	sub_805C5FC
0x0805C654	0x00000000	thumb	sub_805C654
0x0805C680	0x00000000	thumb	sub_805C680
0x0805C8A4	0x00000000	thumb	save_805C8A4
0x0805C9A4	0x00000000	thumb	sub_805C9A4
0x0805CAC0	0x00000000	thumb	sub_805CAC0
0x0805CD50	0x00000000	thumb	sub_805CD50
0x0805CE3C	0x00000000	thumb	sub_805CE3C
0x0805CFC4	0x00000000	thumb	sub_805CFC4
0x0805D12C	0x00000000	thumb	sub_805D12C
0x0805D30C	0x00000000	thumb	sub_805D30C
0x0805D740	0x00000000	thumb	sub_805D740
0x0805D864	0x00000000	thumb	sub_805D864
0x0805D8DC	0x00000000	thumb	sub_805D8DC
0x0805D9B0	0x00000000	thumb	save_getSavePointer_805D9B0
0x0805D9B8	0x00000000	thumb	sub_805D9B8
0x0805D9C8	0x00000000	thumb	sub_805D9C8
0x0805DA18	0x00000000	thumb	sub_805DA18
0x0805DA68	0x00000000	thumb	sub_805DA68
0x0805DABC	0x00000000	thumb	sub_805DABC
0x0805DB30	0x00000000	thumb	sub_805DB30
0x0805DB64	0x00000000	thumb	sub_805DB64
0x0805DC28	0x00000000	thumb	sub_805DC28
0x0805DC60	0x00000000	thumb	sub_805DC60
0x0805DC94	0x00000000	thumb	sub_805DC94
0x0805DCC8	0x00000000	thumb	sub_805DCC8
0x0805DCF4	0x00000000	thumb	sub_805DCF4
0x0805DD08	0x00000000	thumb	sub_805DD08
0x0805DD40	0x00000000	thumb	sub_805DD40
0x0805DD74	0x00000000	thumb	sub_805DD74
0x0805DD88	0x00000000	thumb	sub_805DD88
0x0805DDBC	0x00000000	thumb	sub_805DDBC
0x0805DDEC	0x00000000	thumb	sub_805DDEC
0x0805DE38	0x00000000	thumb	sub_805DE38
0x0805DE68	0x00000000	thumb	sub_805DE68
0x0805DE90	0x00000000	thumb	sub_805DE90
0x0805DEB8	0x00000000	thumb	sub_805DEB8
0x0805DEE0	0x00000000	thumb	sub_805DEE0
0x0805DF18	0x00000000	thumb	sub_805DF18
0x0805DF40	0x00000000	thumb	sub_805DF40
0x0805DF70	0x00000000	thumb	sub_805DF70
0x0805DF90	0x00000000	thumb	sub_805DF90
0x0805E364	0x00000000	thumb	sub_805E364
0x0805E38C	0x00000000	thumb	sub_805E38C
0x0805E42C	0x00000000	thumb	sub_805E42C
0x0805E474	0x00000000	thumb	sub_805E474
0x0805E58C	0x00000000	thumb	sub_805E58C
0x0805E5E8	0x00000000	thumb	sub_805E5E8
0x0805E6FC	0x00000000	thumb	sub_805E6FC
0x0805E8B4	0x00000000	thumb	sub_805E8B4
0x0805E980	0x00000000	thumb	sub_805E980
0x0805E9BC	0x00000000	thumb	sub_805E9BC
0x0805EA00	0x00000000	thumb	sub_805EA00
0x0805EA5C	0x00000000	thumb	sub_805EA5C
0x0805EB04	0x00000000	thumb	sub_805EB04
0x0805EC3C	0x00000000	thumb	sub_805EC3C
0x0805ECA8	0x00000000	thumb	sub_805ECA8
0x0805ED18	0x00000000	thumb	sub_805ED18
0x0805EE6C	0x00000000	thumb	sub_805EE6C
0x0805EEF4	0x00000000	thumb	save_805EEF4
0x0805EF10	0x00000000	thumb	sub_805EF10
0x0805EF88	0x00000000	thumb	sub_805EF88
0x0805EFD8	0x00000000	thumb	sub_805EFD8
0x0805F04C	0x00000000	thumb	sub_805F04C
0x0805F088	0x00000000	thumb	sub_805F088
0x0805F0F8	0x00000000	thumb	sub_805F0F8
0x0805F164	0x00000000	thumb	sub_805F164
0x0805F198	0x00000000	thumb	sub_805F198
0x0805F1CC	0x00000000	thumb	sub_805F1CC
0x0805F200	0x00000000	thumb	sub_805F200
0x0805F260	0x0805F26F	thumb	umul3232H32
0x0805F270	0x0805F2F3	thumb	SoundMain
0x0805F2F4	0x00000000	thumb	SoundMainRAM
0x0805F624	0x0805F639	thumb	SoundMainBTM
0x0805F63C	0x0805F65B	thumb	ClearChain
0x0805F65C	0x0805F689	thumb	ply_fine
0x0805F68C	0x0805F6A1	thumb	MPlayJumpTableCopy
0x0805F6A4	0x00000000	thumb	ldrb_r3_r2
0x0805F6A6	0x00000000	thumb	chk_adr_r2
0x0805F6C0	0x0805F6C9	thumb	ld_r3_tp_adr_i
0x0805F6C2	0x00000000	thumb	ld_r3_r2_i_sub
0x0805F6CC	0x0805F6EB	thumb	ply_goto
0x0805F6EC	0x0805F705	thumb	ply_patt
0x0805F708	0x0805F71B	thumb	ply_pend
0x0805F71C	0x0805F749	thumb	ply_rept
0x0805F74C	0x0805F755	thumb	ply_prio
0x0805F758	0x0805F76B	thumb	ply_tempo
0x0805F76C	0x0805F77D	thumb	ply_keysh
0x0805F780	0x0805F7AD	thumb	ply_voice
0x0805F7B0	0x0805F7C1	thumb	ply_vol
0x0805F7C4	0x0805F7D7	thumb	ply_pan
0x0805F7D8	0x0805F7EB	thumb	ply_bend
0x0805F7EC	0x0805F7FD	thumb	ply_bendr
0x0805F800	0x0805F809	thumb	ply_lfodl
0x0805F80C	0x0805F823	thumb	ply_modt
0x0805F824	0x0805F837	thumb	ply_tune
0x0805F838	0x0805F84F	thumb	ply_port
0x0805F850	0x0805F88B	thumb	SoundVSync_rev01
0x0805F88C	0x0805FAF3	thumb	MPlayMain
0x0805FAF4	0x0805FB37	thumb	TrackStop
0x0805FB38	0x0805FB67	thumb	ChnVolSetAsm
0x0805FB68	0x0805FD67	thumb	ply_note
0x0805FD68	0x0805FDA7	thumb	ply_endtie
0x0805FDA8	0x0805FDC1	thumb	clear_modM
0x0805FDC4	0x0805FDCD	thumb	ld_r3_tp_adr_i_unchecked
0x0805FDD0	0x0805FDE1	thumb	ply_lfos
0x0805FDE4	0x0805FDF5	thumb	ply_mod
0x0805FDF8	0x0805FE5B	thumb	MidiKey2fr
0x0805FE5C	0x0805FE5D	thumb	UnusedDummyFunc
0x0805FE60	0x0805FE7B	thumb	MPlayContinue
0x0805FE7C	0x0805FE9B	thumb	MPlayFadeOut
0x0805FE9C	0x0805FF13	thumb	m4aSoundInit
0x0805FF14	0x0805FF1D	thumb	m4aSoundMain
0x0805FF20	0x0805FF4B	thumb	m4aSongNumStart
0x0805FF4C	0x0805FF97	thumb	m4aSongNumStartOrChange
0x0805FF98	0x0805FFEB	thumb	m4aSongNumStartOrContinue
0x0805FFEC	0x0806001F	thumb	m4aSongNumStop
0x08060020	0x08060053	thumb	m4aSongNumContinue
0x08060054	0x0806007F	thumb	m4aMPlayAllStop
0x08060080	0x08060089	thumb	m4aMPlayContinue
0x0806008C	0x080600B7	thumb	m4aMPlayAllContinue
0x080600B8	0x080600C5	thumb	m4aMPlayFadeOut
0x080600C8	0x080600E7	thumb	m4aMPlayFadeOutTemporarily
0x080600E8	0x0806010F	thumb	m4aMPlayFadeIn
0x08060110	0x08060157	thumb	m4aMPlayImmInit
0x08060158	0x0806026F	thumb	MPlayExtender
0x08060270	0x08060273	thumb	MusicPlayerJumpTableCopy
0x08060274	0x08060287	thumb	ClearChain_rev
0x08060288	0x0806029B	thumb	Clear64byte_rev
0x0806029C	0x08060367	thumb	SoundInit
0x08060368	0x0806040B	thumb	SampleFreqSet
0x0806040C	0x080604A3	thumb	m4aSoundMode
0x080604A4	0x080604F7	thumb	SoundClear
0x080604F8	0x0806055B	thumb	m4aSoundVSyncOff
0x0806055C	0x08060593	thumb	m4aSoundVSyncOn
0x08060594	0x0806060B	thumb	MPlayOpen
0x0806060C	0x080606EF	thumb	MPlayStart
0x080606F0	0x0806072F	thumb	m4aMPlayStop
0x08060730	0x080607F7	thumb	FadeOutBody
0x080607F8	0x080608AB	thumb	TrkVolPitSet
0x080608AC	0x08060953	thumb	MidiKeyToCgbFreq
0x08060954	0x080609A3	thumb	CgbOscOff
0x080609A4	0x08060A0B	thumb	CgbModVol
0x08060A0C	0x08060E55	thumb	CgbSound
0x08060E58	0x08060E7F	thumb	m4aMPlayTempoControl
0x08060E80	0x08060EE7	thumb	m4aMPlayVolumeControl
0x08060EE8	0x08060F5B	thumb	m4aMPlayPitchControl
0x08060F5C	0x08060FC3	thumb	m4aMPlayPanpotControl
0x08060FC4	0x08060FE1	thumb	ClearModM
0x08060FE4	0x08061057	thumb	m4aMPlayModDepthSet
0x08061058	0x080610CB	thumb	m4aMPlayLFOSpeedSet
0x080610CC	0x08061223	thumb	ply_memacc
0x08061224	0x08061243	thumb	ply_xcmd
0x08061244	0x08061257	thumb	ply_xxx
0x08061258	0x0806129F	thumb	ply_xwave
0x080612A0	0x080612B1	thumb	ply_xtype
0x080612B4	0x080612C5	thumb	ply_xatta
0x080612C8	0x080612D9	thumb	ply_xdeca
0x080612DC	0x080612ED	thumb	ply_xsust
0x080612F0	0x08061301	thumb	ply_xrele
0x08061304	0x0806130F	thumb	ply_xiecv
0x08061310	0x0806131B	thumb	ply_xiecl
0x0806131C	0x0806132D	thumb	ply_xleng
0x08061330	0x08061341	thumb	ply_xswee
0x08061344	0x08061345	thumb	DummyFunc
0x08061348	0x00000000	thumb	ArcTan2
0x0806134C	0x00000000	thumb	CpuFastSet
0x08061350	0x00000000	thumb	CpuSet
0x08061354	0x00000000	thumb	Div
0x08061358	0x00000000	thumb	DivRem
0x08061360	0x00000000	thumb	LZ77UnCompVram
0x08061364	0x00000000	thumb	LZ77UnCompWram
0x08061368	0x00000000	thumb	MultiBoot
0x08061370	0x00000000	thumb	SoftReset
0x08061388	0x00000000	thumb	VBlankIntrWait
0x08061390	0x08061425	thumb	ReadFlashId
0x08061428	0x080614BB	thumb	IdentifyFlash
0x080614BC	0x080614DF	thumb	FlashTimerIntr
0x080614E0	0x08061517	thumb	SetFlashTimerIntr
0x08061518	0x0806158F	thumb	StartFlashTimer
0x08061590	0x080615D3	thumb	StopFlashTimer
0x080615D4	0x080615D7	thumb	ReadFlash1
0x080615D8	0x0806160F	thumb	SetReadFlash1
0x08061610	0x0806169B	thumb	PollingSR_COMMON
0x0806169C	0x080616BD	thumb	ReadFlash_Core
0x080616C0	0x0806173B	thumb	ReadFlash
0x0806173C	0x0806177D	thumb	VerifyFlashSector_Core
0x08061780	0x080617F3	thumb	VerifyFlashSector
0x080617F4	0x08061837	thumb	ProgramFlashSectorAndVerify
0x08061838	0x00000000	thumb	EraseFlashChip_LE
0x080618AC	0x00000000	thumb	EraseFlashSector_LE
0x08061948	0x00000000	thumb	ProgramFlashByte_LE
0x08061980	0x00000000	thumb	ProgramFlashSector_LE
0x08061AA4	0x00000000	thumb	VerifyFlashCoreFF
0x08061AC8	0x00000000	thumb	VerifyFlashErase
0x08061AE0	0x00000000	thumb	ProgramFlashSector_MX
0x08061B84	0x00000000	thumb	EraseFlashChip_AT
0x08061BF4	0x00000000	thumb	EraseFlashSector_AT
0x08061C78	0x00000000	thumb	EraseFlash4KB_AT
0x08061D04	0x00000000	thumb	ProgramFlashSector_AT
0x08061D7C	0x00000000	thumb	ProgramFlash4KB_AT
0x08061E40	0x08061E71	thumb	__ashldi3
0x08061E74	0x08061E77	thumb	_call_via_r0
0x08061E78	0x08061E7B	thumb	_call_via_r1
0x08061E7C	0x08061E7F	thumb	_call_via_r2
0x08061E80	0x08061E83	thumb	_call_via_r3
0x08061E84	0x08061E87	thumb	_call_via_r4
0x08061E88	0x08061E8B	thumb	_call_via_r5
0x08061E8C	0x08061E8F	thumb	_call_via_r6
0x08061E90	0x08061E93	thumb	_call_via_r7
0x08061E94	0x08061E97	thumb	_call_via_r8
0x08061E98	0x08061E9B	thumb	_call_via_r9
0x08061E9C	0x08061E9F	thumb	_call_via_sl
0x08061EA0	0x08061EA3	thumb	_call_via_fp
0x08061EA4	0x08061EA7	thumb	_call_via_ip
0x08061EA8	0x08061EAB	thumb	_call_via_sp
0x08061EAC	0x08061EAF	thumb	_call_via_lr
0x08061EB0	0x08061F41	thumb	__divsi3
0x08061F44	0x08061F45	thumb	__div0
0x08061F48	0x08061F79	thumb	__lshrdi3
0x08061F7C	0x08062049	thumb	__modsi3
0x0806204C	0x080620BB	thumb	__muldi3
0x080620BC	0x08062493	thumb	__udivdi3
0x08062494	0x0806250B	thumb	__udivsi3
0x0806250C	0x080625CB	thumb	__umodsi3
0x080625CC	0x080625CD	thumb	dummyHandler
0x080625D0	0x0806260B	thumb	irq_init
0x0806260C	0x0806261B	thumb	irq_setHandler
0x0806261C	0x0806268F	thumb	irq_updateMask
0x08062690	0x080626C3	thumb	dma_copy16
0x080626C4	0x080626F3	thumb	dma_setupChannel
0x080626F4	0x0806272F	thumb	dma_80626F4
0x08062730	0x0806273D	thumb	dma_8062730
0x08062740	0x08062771	thumb	dma_8062740
