# addr	mode	name  (STT_FUNC from a byte-matching decomp ELF; blank name = let the finder synthesise one)
0x08038640	thumb	sub_8038640
0x08038710	thumb	sub_8038710
0x08038A08	thumb	sub_8038A08
0x08038AFC	thumb	sub_8038AFC
0x08038BF4	thumb	sub_8038BF4
0x08038E34	thumb	sub_8038E34
0x08039684	thumb	def_8038E6E
0x08039690	thumb	sub_8039690
0x08039828	thumb	sub_8039828
0x08039894	thumb	sub_8039894
0x08039904	thumb	sub_8039904
0x080399A4	thumb	sub_80399A4
0x08039AA4	thumb	sub_8039AA4
0x08039B38	thumb	sub_8039B38
0x0803A578	thumb	sub_803A578
0x0803A96C	thumb	def_8039B62
0x0803A9AC	thumb	sub_803A9AC
0x0803AD6C	thumb	sub_803AD6C
0x0803AE18	thumb	sub_803AE18
0x0803AE70	thumb	sub_803AE70
0x0803AF10	thumb	sub_803AF10
0x0803B018	thumb	sub_803B018
0x0803B110	thumb	sub_803B110
0x0803B2B4	thumb	sub_803B2B4
0x0803B550	thumb	sub_803B550
0x0803B7B8	thumb	sub_803B7B8
0x0803B98C	thumb	sub_803B98C
0x0803BA98	thumb	sub_803BA98
0x0803BB48	thumb	sub_803BB48
0x0803BC00	thumb	sub_803BC00
0x0803BC84	thumb	sub_803BC84
0x0803BD24	thumb	sub_803BD24
0x0803BF34	thumb	sub_803BF34
0x0803C1BC	thumb	sub_803C1BC
0x0803C344	thumb	sub_803C344
0x0803C444	thumb	sub_803C444
0x0803C4C0	thumb	sub_803C4C0
0x0803C84C	thumb	sub_803C84C
0x0803C928	thumb	sub_803C928
0x0803CA78	thumb	sub_803CA78
0x0803CBE4	thumb	sub_803CBE4
0x0803CC80	thumb	sub_803CC80
0x0803CD50	thumb	sub_803CD50
0x0803D00C	thumb	sub_803D00C
0x0803D214	thumb	sub_803D214
0x0803D328	thumb	sub_803D328
0x0803D480	thumb	sub_803D480
0x0803D4E4	thumb	sub_803D4E4
0x0803D6AC	thumb	sub_803D6AC
0x0803D718	thumb	sub_803D718
0x0803D7B8	thumb	sub_803D7B8
0x0803D818	thumb	sub_803D818
0x0803D854	thumb	sub_803D854
0x0803D908	thumb	sub_803D908
0x0803D938	thumb	sub_803D938
0x0803D950	thumb	sub_803D950
0x0803D978	thumb	sub_803D978
0x0803D9B4	thumb	sub_803D9B4
0x0803D9D4	thumb	sub_803D9D4
0x0803DA18	thumb	sub_803DA18
0x0803DA34	thumb	sub_803DA34
0x0803DA54	thumb	sub_803DA54
0x0803DAA8	thumb	sub_803DAA8
0x0803DAB8	thumb	sub_803DAB8
0x0803DAC4	thumb	sub_803DAC4
0x0803DAEC	thumb	sub_803DAEC
0x0803DB4C	thumb	sub_803DB4C
0x0803DB84	thumb	sub_803DB84
0x0803DBD0	thumb	sub_803DBD0
0x0803DC1C	thumb	sub_803DC1C
0x0803DC64	thumb	sub_803DC64
0x0803DCA4	thumb	sub_803DCA4
0x0803DCF0	thumb	sub_803DCF0
0x0803DD58	thumb	sub_803DD58
0x0803DE04	thumb	sub_803DE04
0x0803DF10	thumb	sub_803DF10
0x0803E050	thumb	sub_803E050
0x0803E1A0	thumb	sub_803E1A0
0x0803E1F4	thumb	sub_803E1F4
0x0803E25C	thumb	sub_803E25C
0x0803E424	thumb	sub_803E424
0x0803E490	thumb	sub_803E490
0x0803E5A4	thumb	sub_803E5A4
0x0803E68C	thumb	sub_803E68C
0x0803E760	thumb	sub_803E760
0x0803E7F0	thumb	sub_803E7F0
0x0803E92C	thumb	sub_803E92C
0x0803F42C	thumb	sub_803F42C
0x0803F450	thumb	sub_803F450
0x0803F654	thumb	sub_803F654
0x0803F7EC	thumb	sub_803F7EC
0x0803F8C8	thumb	sub_803F8C8
0x0803FA30	thumb	sub_803FA30
0x0803FBFC	thumb	sub_803FBFC
0x0803FCB4	thumb	sub_803FCB4
0x0803FD7C	thumb	sub_803FD7C
0x0803FEB8	thumb	sub_803FEB8
0x0803FF80	thumb	sub_803FF80
0x08040060	thumb	sub_8040060
0x08040128	thumb	sub_8040128
0x08040570	thumb	sub_8040570
0x0804073C	thumb	sub_804073C
0x08040810	thumb	sub_8040810
0x08040A44	thumb	sub_8040A44
0x08040C3C	thumb	sub_8040C3C
0x08040D68	thumb	sub_8040D68
0x08040DD8	thumb	sub_8040DD8
0x08040E8C	thumb	sub_8040E8C
0x08040F38	thumb	sub_8040F38
0x08040FEC	thumb	sub_8040FEC
0x08041144	thumb	sub_8041144
0x080411D0	thumb	sub_80411D0
0x08041244	thumb	sub_8041244
0x08041704	thumb	sub_8041704
0x080418BC	thumb	sub_80418BC
0x080419D0	thumb	sub_80419D0
0x08041A10	thumb	sub_8041A10
0x08041B78	thumb	sub_8041B78
0x08041CF4	thumb	sub_8041CF4
0x08041E20	thumb	sub_8041E20
0x08041F18	thumb	sub_8041F18
0x08042004	thumb	sub_8042004
0x08042104	thumb	sub_8042104
0x080421F4	thumb	sub_80421F4
0x08042454	thumb	sub_8042454
0x080426AC	thumb	sub_80426AC
0x0804279C	thumb	sub_804279C
0x08042A28	thumb	sub_8042A28
0x08042AE4	thumb	sub_8042AE4
0x08042DE0	thumb	sub_8042DE0
0x08042FC8	thumb	sub_8042FC8
0x08042FFC	thumb	sub_8042FFC
0x08043030	thumb	sub_8043030
0x08043064	thumb	sub_8043064
0x080430EC	thumb	sub_80430EC
0x080432D4	thumb	sub_80432D4
0x08043310	thumb	sub_8043310
0x08043344	thumb	sub_8043344
0x08043378	thumb	sub_8043378
0x080433AC	thumb	sub_80433AC
0x080433E8	thumb	sub_80433E8
0x08043424	thumb	sub_8043424
0x08043460	thumb	sub_8043460
0x0804349C	thumb	sub_804349C
0x080434D8	thumb	sub_80434D8
0x08043514	thumb	sub_8043514
0x08043550	thumb	sub_8043550
0x080435C8	thumb	sub_80435C8
0x080436F0	thumb	sub_80436F0
0x080436F8	thumb	sub_80436F8
0x08043708	thumb	sub_8043708
0x0804378C	thumb	sub_804378C
0x0804379C	thumb	sub_804379C
0x080437D4	thumb	sub_80437D4
0x08043830	thumb	sub_8043830
0x08043840	thumb	sub_8043840
0x08043860	thumb	sub_8043860
0x0804389C	thumb	sub_804389C
0x080439FC	thumb	sub_80439FC
0x08043AB4	thumb	sub_8043AB4
0x08043BB0	thumb	sub_8043BB0
0x08043DE8	thumb	sub_8043DE8
0x08044028	thumb	sub_8044028
0x080440C4	thumb	sub_80440C4
0x08044248	thumb	sub_8044248
0x08044360	thumb	sub_8044360
0x08044384	thumb	sub_8044384
0x08044400	thumb	sub_8044400
0x08044428	thumb	sub_8044428
0x0804445C	thumb	sub_804445C
0x080445CC	thumb	sub_80445CC
0x080446FC	thumb	sub_80446FC
0x08044814	thumb	sub_8044814
0x08044920	thumb	sub_8044920
0x080449EC	thumb	sub_80449EC
0x08044AAC	thumb	sub_8044AAC
0x08044BA0	thumb	sub_8044BA0
0x08044D00	thumb	sub_8044D00
0x08044D4C	thumb	sub_8044D4C
0x08045378	thumb	sub_8045378
0x08045644	thumb	sub_8045644
0x08045910	thumb	sub_8045910
0x08045A3C	thumb	sub_8045A3C
0x08045C18	thumb	sub_8045C18
0x08045DFC	thumb	sub_8045DFC
0x080462C0	thumb	sub_80462C0
0x08046588	thumb	sub_8046588
0x0804676C	thumb	sub_804676C
0x08046DE4	thumb	sub_8046DE4
0x08046F5C	thumb	sub_8046F5C
0x08046FF4	thumb	sub_8046FF4
0x080471D8	thumb	sub_80471D8
0x080472C4	thumb	sub_80472C4
0x08047368	thumb	sub_8047368
0x080473FC	thumb	sub_80473FC
0x080474CC	thumb	sub_80474CC
0x08047560	thumb	sub_8047560
0x08047630	thumb	sub_8047630
0x080476C4	thumb	sub_80476C4
0x0804770C	thumb	sub_804770C
0x08047760	thumb	sub_8047760
0x08047790	thumb	sub_8047790
0x08047808	thumb	sub_8047808
0x08047848	thumb	sub_8047848
0x08047884	thumb	sub_8047884
0x080478C8	thumb	sub_80478C8
0x080478E8	thumb	sub_80478E8
0x0804791C	thumb	sub_804791C
0x080479E0	thumb	sub_80479E0
0x08047AAC	thumb	sub_8047AAC
0x08047C2C	thumb	sub_8047C2C
0x08047DE8	thumb	sub_8047DE8
0x08047F1C	thumb	sub_8047F1C
0x08048054	thumb	sub_8048054
0x08048090	thumb	sub_8048090
0x08048134	thumb	nullsub_11
0x08048138	thumb	sub_8048138
0x080481CC	thumb	sub_80481CC
0x08048204	thumb	sub_8048204
0x08048294	thumb	sub_8048294
0x080482B8	thumb	sub_80482B8
0x080482E0	thumb	sub_80482E0
0x08048310	thumb	sub_8048310
0x08048340	thumb	sub_8048340
0x08048370	thumb	sub_8048370
0x080483A0	thumb	sub_80483A0
0x080484E0	thumb	sub_80484E0
0x08048520	thumb	sub_8048520
0x080485DC	thumb	sub_80485DC
0x08048694	thumb	sub_8048694
0x080487E4	thumb	sub_80487E4
0x0804886C	thumb	sub_804886C
0x08048C2C	thumb	sub_8048C2C
0x08048C74	thumb	sub_8048C74
0x08048D44	thumb	sub_8048D44
0x08049654	thumb	sub_8049654
0x0804978C	thumb	sub_804978C
0x08049850	thumb	sub_8049850
0x08049B0C	thumb	sub_8049B0C
0x08049D78	thumb	sub_8049D78
0x0804A4D8	thumb	sub_804A4D8
0x0804A774	thumb	sub_804A774
0x0804A808	thumb	sub_804A808
0x0804A878	thumb	sub_804A878
0x0804AD00	thumb	sub_804AD00
0x0804AE08	thumb	sub_804AE08
0x0804AE34	thumb	sub_804AE34
0x0804AE58	thumb	sub_804AE58
0x0804AED4	thumb	sub_804AED4
0x0804AEE8	thumb	sub_804AEE8
0x0804AEFC	thumb	sub_804AEFC
0x0804AF10	thumb	sub_804AF10
0x0804AF24	thumb	sub_804AF24
0x0804AF3C	thumb	sub_804AF3C
0x0804AF74	thumb	vcount_804AF74
0x0804AFE4	thumb	sub_804AFE4
0x0804B018	thumb	sub_804B018
0x0804B0A0	thumb	sub_804B0A0
0x0804B0E8	thumb	sub_804B0E8
0x0804B13C	thumb	sub_804B13C
0x0804B1A8	thumb	sub_804B1A8
0x0804B1CC	thumb	sub_804B1CC
0x0804B230	thumb	sub_804B230
0x0804B24C	thumb	sub_804B24C
0x0804B2B8	thumb	sub_804B2B8
0x0804B348	thumb	sub_804B348
0x0804B4BC	thumb	sub_804B4BC
0x0804C030	thumb	sub_804C030
0x0804C0A8	thumb	sub_804C0A8
0x0804C0DC	thumb	sub_804C0DC
0x0804C12C	thumb	sub_804C12C
0x0804C234	thumb	sub_804C234
0x0804C38C	thumb	sub_804C38C
0x0804CCCC	thumb	sub_804CCCC
0x0804CD28	thumb	sub_804CD28
0x0804CD98	thumb	sub_804CD98
0x0804D340	thumb	sub_804D340
0x0804D3E0	thumb	sub_804D3E0
0x0804D458	thumb	sub_804D458
0x0804D4B4	thumb	sub_804D4B4
0x0804D73C	thumb	sub_804D73C
0x0804D8F8	thumb	sub_804D8F8
0x0804D94C	thumb	sub_804D94C
0x0804DA80	thumb	sub_804DA80
0x0804DBF4	thumb	sub_804DBF4
0x0804DCB0	thumb	sub_804DCB0
0x0804DD9C	thumb	sub_804DD9C
0x0804DF08	thumb	sub_804DF08
0x0804E144	thumb	sub_804E144
0x0804E398	thumb	sub_804E398
0x0804E4CC	thumb	sub_804E4CC
0x0804E7EC	thumb	sub_804E7EC
0x0804E8C0	thumb	sub_804E8C0
0x0804E948	thumb	sub_804E948
0x0804EA0C	thumb	sub_804EA0C
0x0804EA94	thumb	sub_804EA94
0x0804EC30	thumb	sub_804EC30
0x0804EDAC	thumb	sub_804EDAC
0x0804EFBC	thumb	sub_804EFBC
0x0804F078	thumb	sub_804F078
0x0804F098	thumb	sub_804F098
0x0804F0AC	thumb	sub_804F0AC
0x0804F128	thumb	sub_804F128
0x0804F15C	thumb	sub_804F15C
0x0804F18C	thumb	sub_804F18C
0x0804F1A8	thumb	sub_804F1A8
0x0804F1F8	thumb	sub_804F1F8
0x0804F2C0	thumb	sub_804F2C0
0x0804F340	thumb	sub_804F340
0x0804F394	thumb	sub_804F394
0x0804F3D8	thumb	sub_804F3D8
0x0804F494	thumb	sub_804F494
0x0804F500	thumb	sub_804F500
0x0804F534	thumb	sub_804F534
0x0804F570	thumb	sub_804F570
0x0804F5CC	thumb	sub_804F5CC
0x0804F6F4	thumb	sub_804F6F4
0x0804F750	thumb	sub_804F750
0x0804F7AC	thumb	sub_804F7AC
0x0804F808	thumb	sub_804F808
0x0804F824	thumb	sub_804F824
0x0804F85C	thumb	sub_804F85C
0x0804F8BC	thumb	sub_804F8BC
0x0804F924	thumb	sub_804F924
0x0804F980	thumb	sub_804F980
0x0804FA5C	thumb	sub_804FA5C
0x0804FAE0	thumb	sub_804FAE0
0x0804FB74	thumb	sub_804FB74
0x0804FC00	thumb	sub_804FC00
0x0804FC60	thumb	sub_804FC60
0x0804FD6C	thumb	sub_804FD6C
0x0804FE0C	thumb	sub_804FE0C
0x0804FEA0	thumb	sub_804FEA0
0x08050848	thumb	sub_8050848
0x08050860	thumb	sub_8050860
0x0805089C	thumb	sub_805089C
0x080508D4	thumb	sub_80508D4
0x08050934	thumb	sub_8050934
0x08050994	thumb	sub_8050994
0x080509F4	thumb	sub_80509F4
0x08050A48	thumb	sub_8050A48
0x08050A94	thumb	sub_8050A94
0x08050AE4	thumb	sub_8050AE4
0x08050D4C	thumb	sub_8050D4C
0x08050F74	thumb	sub_8050F74
0x08051014	thumb	sub_8051014
0x080514B0	thumb	sub_80514B0
0x08051554	thumb	sub_8051554
0x080515BC	thumb	sub_80515BC
0x0805167C	thumb	race_main
0x08051F84	thumb	sub_8051F84
0x08051FBC	thumb	sub_8051FBC
0x08051FD0	thumb	sub_8051FD0
0x08052020	thumb	sub_8052020
0x0805207C	thumb	sub_805207C
0x080520B4	thumb	sub_80520B4
0x080520D4	thumb	sub_80520D4
0x08052168	thumb	sub_8052168
0x080521C4	thumb	sub_80521C4
0x080522A4	thumb	sub_80522A4
0x080523DC	thumb	sub_80523DC
0x080524CC	thumb	sub_80524CC
0x08052864	thumb	sub_8052864
0x08052A4C	thumb	sub_8052A4C
0x08052EB0	thumb	sub_8052EB0
0x08052EDC	thumb	sub_8052EDC
0x08053074	thumb	sub_8053074
0x080530C4	thumb	sub_80530C4
0x08053104	thumb	sub_8053104
0x08053148	thumb	sub_8053148
0x08053220	thumb	sub_8053220
0x080532DC	thumb	loadtrack_loadObjects
0x08053D64	thumb	sub_8053D64
0x08053D74	thumb	sub_8053D74
0x08053D86	thumb	sub_8053D86
0x08053D9C	thumb	sub_8053D9C
0x08053DC4	thumb	sub_8053DC4
0x08053EF4	thumb	sub_8053EF4
0x080540A0	thumb	sub_80540A0
0x0805442C	thumb	sub_805442C
0x08054888	thumb	sub_8054888
0x08054D50	thumb	sub_8054D50
0x080551D0	thumb	sub_80551D0
0x0805563C	thumb	sub_805563C
0x08055AE8	thumb	sub_8055AE8
0x08055B54	thumb	sub_8055B54
0x08055BC0	thumb	sub_8055BC0
0x08055C2C	thumb	sub_8055C2C
0x08055C98	thumb	sub_8055C98
0x08055D04	thumb	sub_8055D04
0x08055D70	thumb	sub_8055D70
0x08055E5C	thumb	sub_8055E5C
0x08055F74	thumb	sub_8055F74
0x08055FC0	thumb	sub_8055FC0
0x08056170	thumb	sub_8056170
0x0805619C	thumb	sub_805619C
0x0805631C	thumb	sub_805631C
0x08056388	thumb	sub_8056388
0x080563D4	thumb	sub_80563D4
0x08056440	thumb	sub_8056440
0x08056744	thumb	main_dummyIrqHandler6
0x08056748	thumb	main_dummyIrqHandler7
0x0805674C	thumb	sub_805674C
0x0805676C	thumb	sub_805676C
0x08056798	thumb	sub_8056798
0x08056848	thumb	sub_8056848
0x08056908	thumb	sub_8056908
0x08056928	thumb	sub_8056928
0x0805699C	thumb	sub_805699C
0x08056A10	thumb	sub_8056A10
0x08056BC8	thumb	sub_8056BC8
0x08056C00	thumb	sub_8056C00
0x08056C70	thumb	sub_8056C70
0x08056EB0	thumb	sub_8056EB0
0x08056EE8	thumb	sub_8056EE8
0x08056F60	thumb	sub_8056F60
0x0805704C	thumb	sub_805704C
0x08057074	thumb	sub_8057074
0x080570B8	thumb	sub_80570B8
0x08057228	thumb	sub_8057228
0x080572A4	thumb	sub_80572A4
0x080572E4	thumb	sub_80572E4
0x08057364	thumb	sub_8057364
0x080573B8	thumb	sub_80573B8
0x08057554	thumb	sub_8057554
0x08057594	thumb	sub_8057594
0x080575E8	thumb	sub_80575E8
0x080576B4	thumb	sub_80576B4
0x08057734	thumb	sub_8057734
0x080577C4	thumb	sub_80577C4
0x08057808	thumb	sub_8057808
0x0805787C	thumb	sub_805787C
0x08057B04	thumb	sub_8057B04
0x08057BE0	thumb	sub_8057BE0
0x08057E20	thumb	main_dummyIrqHandler8
0x08057E24	thumb	main_dummyIrqHandler9
0x08057E28	thumb	sub_8057E28
0x08057E78	thumb	sub_8057E78
0x08058098	thumb	sub_8058098
0x080580EC	thumb	sub_80580EC
0x08058168	thumb	sub_8058168
0x080583D4	thumb	sub_80583D4
0x08058408	thumb	sub_8058408
0x08058480	thumb	sub_8058480
0x080584F4	thumb	sub_80584F4
0x0805868C	thumb	sub_805868C
0x08058734	thumb	sub_8058734
0x08058788	thumb	sub_8058788
0x080588AC	thumb	sub_80588AC
0x080588E0	thumb	sub_80588E0
0x0805892C	thumb	sub_805892C
0x08058998	thumb	sub_8058998
0x08058A40	thumb	sub_8058A40
0x08058A74	thumb	sub_8058A74
0x08058AB0	thumb	sub_8058AB0
0x08058B4C	thumb	sub_8058B4C
0x08058BA8	thumb	sub_8058BA8
0x08058CA4	thumb	sub_8058CA4
0x08058D4C	thumb	sub_8058D4C
0x08058DE8	thumb	sub_8058DE8
0x08058E10	thumb	sub_8058E10
0x08058EB8	thumb	sub_8058EB8
0x08059004	thumb	sub_8059004
0x08059074	thumb	sub_8059074
0x080590E8	thumb	sub_80590E8
0x08059168	thumb	sub_8059168
0x0805919C	thumb	sub_805919C
0x08059208	thumb	sub_8059208
0x080592B0	thumb	sub_80592B0
0x080592E4	thumb	sub_80592E4
0x08059358	thumb	sub_8059358
0x080596D8	thumb	sub_80596D8
0x08059710	thumb	sub_8059710
0x08059778	thumb	sub_8059778
0x0805982C	thumb	sub_805982C
0x080598EC	thumb	sub_80598EC
0x08059938	thumb	sub_8059938
0x080599EC	thumb	sub_80599EC
0x08059DF8	thumb	nullsub_30
0x08059DFC	thumb	nullsub_31
0x08059E00	thumb	sub_8059E00
0x08059E44	thumb	sub_8059E44
0x08059E80	thumb	sub_8059E80
0x08059E98	thumb	sub_8059E98
0x08059F04	thumb	sub_8059F04
0x08059FAC	thumb	sub_8059FAC
0x0805A2D4	thumb	sub_805A2D4
0x0805A2F8	thumb	sub_805A2F8
0x0805A30C	thumb	sub_805A30C
0x0805A688	thumb	sub_805A688
0x0805A6AC	thumb	sub_805A6AC
0x0805A7C0	thumb	sub_805A7C0
0x0805A7EC	thumb	sub_805A7EC
0x0805A824	thumb	sub_805A824
0x0805A8BC	thumb	sub_805A8BC
0x0805A90C	thumb	sub_805A90C
0x0805AA10	thumb	sub_805AA10
0x0805AA6C	thumb	sub_805AA6C
0x0805AAF0	thumb	sub_805AAF0
0x0805ABB8	thumb	sub_805ABB8
0x0805AC24	thumb	sub_805AC24
0x0805AC58	thumb	sub_805AC58
0x0805ACFC	thumb	sub_805ACFC
0x0805AD68	thumb	sub_805AD68
0x0805AE20	thumb	sub_805AE20
0x0805AEF4	thumb	sub_805AEF4
0x0805AF08	thumb	sub_805AF08
0x0805AF28	thumb	sub_805AF28
0x0805AF3C	thumb	sub_805AF3C
0x0805AF80	thumb	sub_805AF80
0x0805AFA0	thumb	nullsub_12
0x0805AFA4	thumb	sub_805AFA4
0x0805B020	thumb	sub_805B020
0x0805B07C	thumb	sub_805B07C
0x0805B114	thumb	sub_805B114
0x0805B164	thumb	sub_805B164
0x0805B1FC	thumb	sub_805B1FC
0x0805B29C	thumb	sub_805B29C
0x0805B36C	thumb	sub_805B36C
0x0805B3A4	thumb	sub_805B3A4
0x0805B3DC	thumb	sub_805B3DC
0x0805B42C	thumb	sub_805B42C
0x0805B44C	thumb	sub_805B44C
0x0805B490	thumb	sub_805B490
0x0805B4A8	thumb	sub_805B4A8
0x0805B4D8	thumb	sub_805B4D8
0x0805B520	thumb	sub_805B520
0x0805B554	thumb	sub_805B554
0x0805B5B8	thumb	sub_805B5B8
0x0805B61C	thumb	sub_805B61C
0x0805B680	thumb	sub_805B680
0x0805B740	thumb	sub_805B740
0x0805B7D0	thumb	sub_805B7D0
0x0805B8D0	thumb	sub_805B8D0
0x0805B8F4	thumb	sub_805B8F4
0x0805B940	thumb	sub_805B940
0x0805B988	thumb	sub_805B988
0x0805B9C4	thumb	sub_805B9C4
0x0805BA04	thumb	sub_805BA04
0x0805BA58	thumb	sub_805BA58
0x0805BAD0	thumb	sub_805BAD0
0x0805BD34	thumb	sub_805BD34
0x0805BD7C	thumb	sub_805BD7C
0x0805BDC4	thumb	sub_805BDC4
0x0805BE78	thumb	sub_805BE78
0x0805BF78	thumb	sub_805BF78
0x0805BFE8	thumb	sub_805BFE8
0x0805C01C	thumb	sub_805C01C
0x0805C050	thumb	sub_805C050
0x0805C084	thumb	sub_805C084
0x0805C10C	thumb	sub_805C10C
0x0805C19C	thumb	sub_805C19C
0x0805C278	thumb	sub_805C278
0x0805C2E4	thumb	sub_805C2E4
0x0805C354	thumb	sub_805C354
0x0805C388	thumb	sub_805C388
0x0805C40C	thumb	sub_805C40C
0x0805C448	thumb	sub_805C448
0x0805C4D8	thumb	sub_805C4D8
0x0805C554	thumb	sub_805C554
0x0805C5C8	thumb	sub_805C5C8
0x0805C5FC	thumb	sub_805C5FC
0x0805C654	thumb	sub_805C654
0x0805C680	thumb	sub_805C680
0x0805C8A4	thumb	save_805C8A4
0x0805C9A4	thumb	sub_805C9A4
0x0805CAC0	thumb	sub_805CAC0
0x0805CD50	thumb	sub_805CD50
0x0805CE3C	thumb	sub_805CE3C
0x0805CFC4	thumb	sub_805CFC4
0x0805D12C	thumb	sub_805D12C
0x0805D30C	thumb	sub_805D30C
0x0805D740	thumb	sub_805D740
0x0805D864	thumb	sub_805D864
0x0805D8DC	thumb	sub_805D8DC
0x0805D9B0	thumb	save_getSavePointer_805D9B0
0x0805D9B8	thumb	sub_805D9B8
0x0805D9C8	thumb	sub_805D9C8
0x0805DA18	thumb	sub_805DA18
0x0805DA68	thumb	sub_805DA68
0x0805DABC	thumb	sub_805DABC
0x0805DB30	thumb	sub_805DB30
0x0805DB64	thumb	sub_805DB64
0x0805DC28	thumb	sub_805DC28
0x0805DC60	thumb	sub_805DC60
0x0805DC94	thumb	sub_805DC94
0x0805DCC8	thumb	sub_805DCC8
0x0805DCF4	thumb	sub_805DCF4
0x0805DD08	thumb	sub_805DD08
0x0805DD40	thumb	sub_805DD40
0x0805DD74	thumb	sub_805DD74
0x0805DD88	thumb	sub_805DD88
0x0805DDBC	thumb	sub_805DDBC
0x0805DDEC	thumb	sub_805DDEC
0x0805DE38	thumb	sub_805DE38
0x0805DE68	thumb	sub_805DE68
0x0805DE90	thumb	sub_805DE90
0x0805DEB8	thumb	sub_805DEB8
0x0805DEE0	thumb	sub_805DEE0
0x0805DF18	thumb	sub_805DF18
0x0805DF40	thumb	sub_805DF40
0x0805DF70	thumb	sub_805DF70
0x0805DF90	thumb	sub_805DF90
0x0805E364	thumb	sub_805E364
0x0805E38C	thumb	sub_805E38C
0x0805E42C	thumb	sub_805E42C
0x0805E474	thumb	sub_805E474
0x0805E58C	thumb	sub_805E58C
0x0805E5E8	thumb	sub_805E5E8
0x0805E6FC	thumb	sub_805E6FC
0x0805E8B4	thumb	sub_805E8B4
0x0805E980	thumb	sub_805E980
0x0805E9BC	thumb	sub_805E9BC
0x0805EA00	thumb	sub_805EA00
0x0805EA5C	thumb	sub_805EA5C
0x0805EB04	thumb	sub_805EB04
0x0805EC3C	thumb	sub_805EC3C
0x0805ECA8	thumb	sub_805ECA8
0x0805ED18	thumb	sub_805ED18
0x0805EE6C	thumb	sub_805EE6C
0x0805EEF4	thumb	save_805EEF4
0x0805EF10	thumb	sub_805EF10
0x0805EF88	thumb	sub_805EF88
0x0805EFD8	thumb	sub_805EFD8
0x0805F04C	thumb	sub_805F04C
0x0805F088	thumb	sub_805F088
0x0805F0F8	thumb	sub_805F0F8
0x0805F164	thumb	sub_805F164
0x0805F198	thumb	sub_805F198
0x0805F1CC	thumb	sub_805F1CC
0x0805F200	thumb	sub_805F200
0x0805F260	thumb	umul3232H32
0x0805F270	thumb	SoundMain
0x0805F2F4	thumb	SoundMainRAM
0x0805F624	thumb	SoundMainBTM
0x0805F63C	thumb	ClearChain
0x0805F65C	thumb	ply_fine
0x0805F68C	thumb	MPlayJumpTableCopy
0x0805F6A4	thumb	ldrb_r3_r2
0x0805F6A6	thumb	chk_adr_r2
0x0805F6C0	thumb	ld_r3_tp_adr_i
0x0805F6C2	thumb	ld_r3_r2_i_sub
0x0805F6CC	thumb	ply_goto
0x0805F6EC	thumb	ply_patt
0x0805F708	thumb	ply_pend
0x0805F71C	thumb	ply_rept
0x0805F74C	thumb	ply_prio
0x0805F758	thumb	ply_tempo
0x0805F76C	thumb	ply_keysh
0x0805F780	thumb	ply_voice
0x0805F7B0	thumb	ply_vol
0x0805F7C4	thumb	ply_pan
0x0805F7D8	thumb	ply_bend
0x0805F7EC	thumb	ply_bendr
0x0805F800	thumb	ply_lfodl
0x0805F80C	thumb	ply_modt
0x0805F824	thumb	ply_tune
0x0805F838	thumb	ply_port
0x0805F850	thumb	SoundVSync_rev01
0x0805F88C	thumb	MPlayMain
0x0805FAF4	thumb	TrackStop
0x0805FB38	thumb	ChnVolSetAsm
0x0805FB68	thumb	ply_note
0x0805FD68	thumb	ply_endtie
0x0805FDA8	thumb	clear_modM
0x0805FDC4	thumb	ld_r3_tp_adr_i_unchecked
0x0805FDD0	thumb	ply_lfos
0x0805FDE4	thumb	ply_mod
0x0805FDF8	thumb	MidiKey2fr
0x0805FE5C	thumb	UnusedDummyFunc
0x0805FE60	thumb	MPlayContinue
0x0805FE7C	thumb	MPlayFadeOut
0x0805FE9C	thumb	m4aSoundInit
0x0805FF14	thumb	m4aSoundMain
0x0805FF20	thumb	m4aSongNumStart
0x0805FF4C	thumb	m4aSongNumStartOrChange
0x0805FF98	thumb	m4aSongNumStartOrContinue
0x0805FFEC	thumb	m4aSongNumStop
0x08060020	thumb	m4aSongNumContinue
0x08060054	thumb	m4aMPlayAllStop
0x08060080	thumb	m4aMPlayContinue
0x0806008C	thumb	m4aMPlayAllContinue
0x080600B8	thumb	m4aMPlayFadeOut
0x080600C8	thumb	m4aMPlayFadeOutTemporarily
0x080600E8	thumb	m4aMPlayFadeIn
0x08060110	thumb	m4aMPlayImmInit
0x08060158	thumb	MPlayExtender
0x08060270	thumb	MusicPlayerJumpTableCopy
0x08060274	thumb	ClearChain_rev
0x08060288	thumb	Clear64byte_rev
0x0806029C	thumb	SoundInit
0x08060368	thumb	SampleFreqSet
0x0806040C	thumb	m4aSoundMode
0x080604A4	thumb	SoundClear
0x080604F8	thumb	m4aSoundVSyncOff
0x0806055C	thumb	m4aSoundVSyncOn
0x08060594	thumb	MPlayOpen
0x0806060C	thumb	MPlayStart
0x080606F0	thumb	m4aMPlayStop
0x08060730	thumb	FadeOutBody
0x080607F8	thumb	TrkVolPitSet
0x080608AC	thumb	MidiKeyToCgbFreq
0x08060954	thumb	CgbOscOff
0x080609A4	thumb	CgbModVol
0x08060A0C	thumb	CgbSound
0x08060E58	thumb	m4aMPlayTempoControl
0x08060E80	thumb	m4aMPlayVolumeControl
0x08060EE8	thumb	m4aMPlayPitchControl
0x08060F5C	thumb	m4aMPlayPanpotControl
